glacier_name, lat, lon, total_area 
,31.89,77.91,0.1
,60.649,-135.565, 
17,41.08,77.9,0.17
,68.25,-152.917,0.96
,-9.56,-77.382,0.7
718,37.53,72.18,0.3
94,39.4,73.58,0.6
,-14.634,-69.281,0.14
,36.61,77.689,0.06
123,74.83,56.6,2
32,62.6,140.9,4.2
92,39.75,70.22,0.2
83,42.08,70.38,0.2
,69.35,-53.58,2.34
,35.259,75.126,0.176
,35.077,78.967,0.39
,29.478,97.273,0.61
39,42.08,80.87,3.36
,30.262,88.325,0.08
,-11.477,-76.234,0.06
30,37.58,101.68,0.17
4,38.27,98.88,0.13
17,42.24,78.84,0.5
,79.345,-88.7,9.57
/BEIARE,66.74,14.478,2.67
/JOLSTR,61.506,6.478,0.6
,34.377,85.824,0.5
,36.204,82.035,0.9
8,41.95,80.82,1.43
,30.201,82.11,10.48
,-47.51,-73.05,0.5
,30.301,95.396,1.3
,32.536,93.614,0.35
,29.197,82.903,0.15
,57.199,-129.49,0.02
,-13.893,-70.805,0.52
,36.381,78.58,0.13
165,38.5,72.57,0.4
,27.564,88.156,0.4
,60.675,-137.65, 
,34.889,78.623,0.58
,31.651,85.132,2.24
767,38.4,73.23,0.1
CALABRE GL.DE,45.469,7.084,0.17
12,41,78.03,1.11
40,58.38,161.3,0.2
48,42.37,80.8,0.08
VOROSHILOVA,38.98,72.1,14.9
7,43.7,85.03,0.05
,35.526,81.641,53.64
,36.168,75.197,1.488
,69.05,-144.917,0.65
,35.412,73.512,0.276
,31.742,80.698,0.08
31,42.17,81,1.2
,29.621,97.131,0.23
,37.666,75.006,0.41
1,40.73,76.95,0.07
18,80.83,55.97,2.5
,59.283,-137.535, 
38,43.77,84.52,0.91
,36.093,76.809,12.97
,27.806,88.788,0.14
COL COLLON,45.956,7.519,0.22
,28.041,87.895,0.1
,36.185,77.03,1.89
,69.61,-52.78,1.32
,31.987,78.858,0.28
18,43.57,85.43,1.77
/SITASJ,68.089,16.897,0.08
125,61.78,172.07,0.2
,37.699,88.278,0.82
,30.2,90.345,0.1
,-43.338,171.023,0.066
,56.418,-131.706,0.05
,60.254,-138.421, 
4,37.62,101.68,0.52
,30.164,99.478,0.55
LAVEDOLE,46.183,10.449,0.04
236,45.27,80.68,0.2
,36.007,79.432,0.43
,36.223,82.019,0.23
,30.674,95.046,1.61
,31.032,82.421,0.27
,35.354,75.234,0.49
,37.142,-118.657,0.09
,57.353,-129.889,0.09
,35.491,81.249,2.17
293,61.58,172.57,0.1
SUSPENOUAILEFROI,44.9,6.368,0.04
,30.891,79.049,9.52
,59.901,-136.95, 
,-33.793,-69.915,0.35
,28.049,86.558,0.82
,32.085,79.898,0.08
,35.154,74.641,0.082
,30.51,93.067,0.2
,69.6,-54.4,0.11
PATRI E,45.542,7.359,0.1
,35.047,73.523,0.243
145,42.14,78.94,0.4
,36.451,73.619,0.349
,60.131,-136.499, 
,30.6,79.683,0.5
,69.88,-52.73,0.3
,36.284,76.111,2.49
,30.052,80.884,0.58
,33.213,79.351,0.74
,34.9,76.922,0.15
422,41.57,76.85,0.9
83,42.68,82.7,0.15
No 88,49.96,87.234,0.3
,36.108,75.382,5.061
,36.126,78.258,0.24
319,39.55,70.92,0.4
,29.922,93.708,0.6
PREMOU (GL.DE),45.407,6.854,1.07
,61.393,-140.116,3.24
,30.705,79.366,0.4
,-10.736,-76.609,0.08
,32.471,92.867,0.44
,57.063,-131.934,0.01
,27.655,88.643,2.14
CHAKYDZHILGA,38.8,72.75,7.4
,28.802,92.029,0.05
5,42.34,78.98,0.1
,57.263,-130.98,0.61
,35.648,94.313,1.41
,30.729,88.559,0.6
,60.935,-138.939,1.02
,28.702,85.455,0.15
,-63.9223,-58.2378, 
/GEIRNG,62.02,7.258,0.9
53,42.33,79.98,6.1
,57.432,-130.804,0.1
,56.583,-131.04,2.2
,34.254,81.094,0.33
,-11.887,-75.98,0.34
,34.555,75.431,0.1
98,42.93,77.43,0.6
,57.108,-130.824,0.03
TETE DE LA BASSE,44.755,6.407,0.22
,30.206,81.535,0.17
,31.806,78.038,0.75
360,41.71,77.08,0.2
,-9.726,-77.235,0.28
,70.38,-52.8,1.45
,61.368,-138.109, 
,-44.237,168.737,0.032
No 376,49.863,86.902,0.1
4,43.78,84.57,0.04
POLSET II,45.272,6.641,0.43
,57.15,-131.83,0.01
,34.974,75.873,0.064
5,42.68,85.4,0.2
,-43.126,170.938,0.08
,37.262,74.92,0.75
,35.678,94.192,0.57
3,81.53,57.78,0.2
115,39.52,70.08,0.2
34,42.52,82.57,0.44
,36.378,76.452,0.21
,34.938,89.631,0.34
,45.305,6.638,0.34
,-64.6588,-60.5606, 
CHACHIL B,-39.013,-70.715,0.01
,46.454,9.096,0.1
135,42.86,76.32,0.5
,30.325,93.282,0.3
Analog,54.069,88.951,0.05
277,39.25,73,4.7
,36.366,87.576,4.2
,32.404,77.458,5.188
,36.746,77.917,0.14
,56.617,-131.064,0.19
183,41.06,75.96,0.1
696,37.52,72.12,0.1
6,41.93,80.63,0.14
19,38.43,70.53,0.4
,57.244,-129.255,0.03
,70.16,-51.58,0.06
,69.15,-144.933,2.51
,-44.743,167.991,0.302
Jurcay,-13.796,-70.869,2.59
,36.554,77.819,2.04
,70.08,-53.31,0.66
,-43.856,170.02,0.056
358,39.28,71.07,1
,-8.899,-77.552,0.27
8,45.05,80.45,0.47
,-15,-69.05,0.11
,37.549,87.821,0.25
16,43.68,88.77,0.44
2,37.6,102.1,0.08
183,42.08,78.86,1.3
,-8.463,-77.817,0.06
680,39.13,72.25,0.4
,60.156,-137.248, 
,32.922,76.993,0.078
,29.887,82.453,0.08
,-9.976,-77.026,0.39
,28.253,85.209,2.32
,32.239,87.485,1.73
258,37.55,73.95,0.4
,34.866,78.586,0.13
,-44.675,168.023,0.259
,57.588,-129.308,0.1
,32.369,87.697,1
,56.765,-131.92,0.1
,31.327,93.584,0.38
,35.839,77.343,0.18
,30.718,82.792,1.3
49,43.42,85.3,0.32
,29.526,96.978,1.6
23,78.88,103.75,9.8
Ichgujgynej,62.994,176.493,0.18
,35.977,78.967,0.11
,-44.036,169.69,0.124
35,42.1,81.05,2
/TEUSAJ,67.697,17.867,0.55
277,42.95,42.53,0.2
404,39.92,73.15,0.3
,28.638,96.703,0.3
KREUZ N1,46.817,10.863,0.42
,57.2,-129.51,0.03
,30.478,90.619,0.14
,-32.689,-69.787,0.04
,-8.829,-77.682,0.24
,31.258,93.631,0.12
,59.75,-137.014, 
,57.294,-132.088,8.95
31,41.88,79.92,0.63
GCN29,-52.894,-72.996,1.98
,-44.723,168.025,0.102
Crespo,-14.664,-72.405,0.06
,31.243,81.103,0.11
,32.308,78.594,0.3
,30.802,93.52,0.5
,30.606,95.429,0.6
1,38.87,97.17,3.3
,-44.539,168.756,0.29
,-34.295,-70.317,1
,30.433,84.271,0.17
SEA,45.338,7.142,1.2
,30.244,81.35,1.15
LOMA LARGA,-33.689,-70.004,10.37
5,38.25,98.58,1.99
,35.797,72.42,0.248
668,73.38,55.08,0.3
2,43.8,84.58,0.07
,30.404,80.225,0.1
730,38.98,71.97,20.1
,57.219,-130.833,0.05
,48.25,-120.85,0.1
,36.212,79.16,1.65
,60.603,-138.735,0.04
,48.533,-121.05,0.13
,57.572,-129.968,0.04
,36.121,71.488,0.214
,34.21,75.428,0.43
48,38.3,95.88,0.12
CITAC 2,-12.801,-75.232,0.17
,60.5,-44.78,0.08
,-33.703,-70.198,0.26
/OTTA O,61.74,7.878,0.38
ESKOLABREEN,78.9,16.717,12.6
,57.651,-132.366,3.98
,-29.08,-69.79,0.07
,29.77,86.003,0.12
,36.081,80.202,0.17
,64.11,-50.68,0.72
,30.635,88.505,0.46
,30.331,95.499,0.65
13,38.92,97.85,0.05
,27.91,90.286,0.555
,30.51,90.628,0.21
,31.111,78.868,0.91
,46.133,6.824,0.28
,61.15,-48.31,0.08
,30.471,80.473,0.28
,61.141,-138.71,0.09
,37.634,90.797,0.51
,30.111,94.794,0.5
,56.568,-131.298,0.14
,28.96,90.2,4.9
12,42.34,78.99,3.5
,36.233,74.637,0.068
366,39.85,72.92,2.7
,57.451,-132.243,0.19
,79.483,14.533,3.3
442,73.72,55.57,2.2
,69.75,-52.7,1.45
,68.633,-146.267,0.44
,28.552,84.523,0.05
,57.733,-130.305,0.09
3,41.75,80.07,1.56
356,42.77,43.68,0.3
,-63.8106,-57.3591, 
,31.828,94.616,0.73
,-13.749,-71.15,4.27
6,42.03,76.21,0.2
141,41.99,76.38,0.3
,37.04,75.772,0.68
,-13.762,-71.059,0.11
208,39.08,69.52,0.1
,34.221,82.063,0.49
,29.94,85.371,0.3
,35.894,72.644,0.179
,48.8,-121.3,0.1
,-40.231,-71.257,0.57
,29.88,85.341,0.2
323,39.38,70.1,0.5
/SILDVK,68.335,17.839,0.28
BLAISEN /SILDVK,68.342,17.858,2.42
25,43.47,84.4,0.04
/SKIBTN,69.328,20.186,0.53
,-44.487,168.357,0.328
,64.71,-65.646,0.819
,38.076,74.839,0.5
Tuyunima,-15.496,-71.927,0.37
97,42.95,77.03,0.5
,36.373,74.086,0.947
,30.405,79.684,0.17
154,42.27,70.87,0.4
,80.263,-96.1,0.1
,33.031,79.733,0.52
DOMUYO F3,-36.731,-70.433,0.085
,79.888,-94.2,25.2
COPAHUE K1,-37.903,-71.174,0.007
,35.743,77.025,0.7
,35.722,81.995,2.13
225,61.73,171.68,0.1
,33.568,95.015,0.26
459,37.38,72.8,2.9
,35.255,81.883,1.08
,29.833,92.984,0.3
,60.087,-137.159, 
,34.708,99.55,1.34
,28.055,91.371,0.05
,-11.867,-76.031,0.71
,80.825,-92.517,0.4
,29.76,89.254,0.13
,29.845,90.228,0.3
6,38.47,97.72,0.21
,57.384,-131.63,0.05
,36.064,76.948,1.51
,35.872,71.575,0.107
4,38.17,72.45,0.3
,35.258,81.72,0.26
,-16.224,-68.138, 
STORBREEN,77.167,16.333,238
34,39.28,73.23,0.1
18,39.23,68.13,0.2
CIMA VALBONA N,46.319,9.725,0.04
,35.938,79.503,0.32
,36.372,73.014,0.635
,57.664,-132.04,0.07
25,81,54.95,40.1
,33.11,92.034,0.12
Huaychahui,-14.834,-72.317,1.55
,32.57,93.042,0.18
,29.691,92.515,0.3
,30.071,86.835,0.11
,32.783,77.48,0.804
,50.124,-126.212,0.26
,30.334,96.99,0.37
Gongsenlongba,28.468,98.687,16.02
,35.862,79.824,0.29
,30.324,84.927,0.2
85,41.94,77.36,0.6
,30.343,94.69,2.1
,36.274,76.701,3.47
257,74.17,56.35,1.5
7,43.82,85.23,0.12
,-9.281,-77.347,0.06
11,50.98,89.62,0.1
,29.015,90.083,0.02
,32.341,79.563,0.13
,-33.396,-69.864,0.11
Amadabalam,27.88,86.859,1.95
,37.14,-118.665,0.14
,34.525,75.719,0.3
,28.837,87.636,0.09
281,42.46,74.64,0.4
,47.7,-123.533,0.03
19,40.78,76.54,2.9
,-33.208,-69.868,0.2
,57.457,-129.755,0.15
,63.9,-50.73,0.2
,32.302,78.43,1.3
,-40.918,-71.872,0.08
,-63.5778,-59.8306, 
,64.93,-49.9,89.74
,49.23,-124.597,0.02
,69.067,-143.633,5.91
,56.763,-131.521,1.58
,28.893,93.52,3.75
,35.548,80.312,0.53
,27.841,90.273,0.114
No 227,49.786,87.702,2.9
,28.784,88.284,0.2
31,38.82,72.42,14.5
722,39.12,71.95,0.2
,-43.308,170.803,0.103
65,42.97,82.87,0.11
19,42.72,82.13,0.17
,28.553,84.518,0.02
,57.206,-130.391,0.1
,34.486,80.319,0.06
BLACK,47.817,-123.717,1.36
,33.001,79.675,0.26
,-13.687,-71.156,0.06
,57.481,-130.913,0.11
,57.389,-131.584,0.13
,30.741,82.645,0.6
,59.774,-138.175, 
,70.05,-53.08,1.55
138,42.23,72.47,0.3
ESTELLETTE,45.769,6.822,0.6
,29.65,96.123,1.2
191,42.03,70.55,0.2
,77.902,-78.35,2.26
,35.768,70.118,0.39
,66.17,-63.589,2.529
,69.5,-53.1,3.53
,30.623,79.682,0.52
No 82,54.377,88.485,0.05
359,41.95,78.43,1.1
42,39.28,73.18,2.2
,49.15,-125.359,0.01
,60.043,-138.398,0.4
,37.064,74.789,0.3
4,43.15,86.4,0.16
526,38.94,70.58,0.4
,36.684,76.704,0.15
,29.62,96.637,2.08
,28.961,83.536,0.16
16,42.67,82.93,2.53
FRANCES,-44.591,168.391,1.337
,60.934,-139.825,1.2
,77.55,21.172,2.85
,-13.196,-72.082,0.28
15,39.45,96.73,0.18
,71.583,-78.517,1.217
,-15,-69.05,0.72
,46.379,9.872,0.1
,28.392,84.581,0.13
,28.026,91.282,0.4
Leay Glacier,-65.1601,-63.9177, 
,29.546,93.254,0.11
,29.991,95.403,1.4
S.PFANDLSCHARTEN,47.088,12.79,0.55
,28.095,90.888,0.02
124,38.4,72.37,2
,36.215,82.002,0.34
FRYING PAN,46.858,-121.683, 
CARESER,46.447,10.704,4.68
11,49.1,86.78,0.4
32,40.7,74.04,0.3
,57.044,-130.076,0.03
33,41.83,80.73,0.21
148,41.14,76.25,0.1
TAPADERAS F,-36.735,-70.942,0.008
AV OKSFJ /JOKLFD,70.158,22.025,7.48
No 73,38.997,71.453,1.5
,28.857,83.419,0.44
,57.227,-130.597,0.48
,35.186,75.329,0.111
,35.206,82.359,0.31
8,43.4,84.65,0.25
227,37.08,72.28,0.1
,31.175,81.306,0.15
,46.13,7.841,0.19
PERA CIAVAL,45.246,7.099,0.2
,59.959,-135.709, 
,35.989,81.14,1.48
,57.299,-129.286,4.26
7,43.4,89.7,0.22
,68.4,-148.8,0.1
DAUBENHORNGL.,46.387,7.598,0.32
,32.27,87.519,2.23
,28.93,97.296,0.03
MEOU BLANC,44.852,6.373,0.05
,35.796,79.249,0.37
,37.07,74.718,2.06
248,42.42,74.6,0.4
/ SKIEN,60.047,7.033,0.06
,57.473,-131.404,0.29
21,39.4,98.22,0.05
,56.761,-131.892,0.65
,27.965,89.935,0.159
550A,43.32,42.65,0.2
,79.108,-88.583,0.91
,30.23,93.624,0.11
,32.915,76.628,0.221
,36.587,91.243,0.38
,34.689,75.249,0.036
59,43,77.33,0.3
,66.706,-65.59,4.547
,30.707,91.443,0.16
/ FUSTA,65.775,13.681,0.25
,35.176,75.113,0.184
,57.46,-131.857,0.02
437,37.97,73.42,0.1
13,43.33,86.22,0.02
13,43.7,85.47,0.88
No 182,39.005,71.523,0.9
,35.083,76.208,1.97
9,43.12,87.35,0.03
49,79.8,98.68,126.8
2,42.78,86.72,0.05
VIENTO C1,-37.161,-70.539,0.024
20,42.63,82.57,0.2
,-43.941,169.725,0.12
,35.742,75.105,0.126
,32.65,97,0.86
,80.348,-94.1,1.87
53,43.97,83.72,0.07
7,45.13,80.97,0.92
,49.557,-126.077,0.02
,28.139,87.455,0.23
51,43.2,86.05,0.59
,31.549,83.415,0.3
18,44.08,83.45,0.06
HOLGATE,59.86,-149.91,68.71
,36.157,82.223,0.32
110,41.81,71.47,0.3
,-40.285,-71.704,0.01
,32.481,79.182,0.23
,29.718,82.318,0.81
,65.56,-52.28,2.29
29,41.65,78.92,0.19
17,41.33,77.95,0.48
10,39.43,96.75,0.06
MONT FRETY,45.839,6.939,0.13
,78.78,-91.692,0.4
,31.929,77.483,0.125
PAIMUN D,-39.674,-71.685,0.01
,30.345,90.644,0.27
111,73.63,58.18,1.3
36,79.73,97.7,1.6
,30.166,93.575,0.4
11,42.52,83.82,0.66
,31.776,94.852,0.74
,27.878,88.802,0.1
PACA,-11.884,-76.065,0.38
,35.073,74.208,0.071
252,40.93,74.9,1.1
COL D'OTEMMA,45.924,7.452,0.11
,30.464,95.04,2.9
30,43.5,85.23,0.09
,56.598,-131.821,0.16
,-29.32,-70.07,0.06
61,42.55,83.17,0.17
233,38.17,73.03,1.8
,62.625,-128.75, 
60,42.95,82.88,0.11
38,42.63,82.7,0.16
,57.084,-131.787,0.03
,30.394,95.77,0.7
,37.923,87.362,0.28
,30.742,78.985,1.07
DARBONNEIRE S,46.053,7.429,0.21
,35.893,90.77,0.14
426,61.03,171.92,0.5
337,39.43,71.02,0.3
,64.08,-50.66,1.81
5,43.35,84.9,0.28
,34.775,80.345,0.12
/ TVERA,66.764,13.944,0.24
2,41.87,70.65,0.5
,57.523,-132.061,0.11
,35.668,77.116,2.23
,39.31,74.766,0.4
,60.139,-138.133, 
,60.669,-138.853,2.91
,35.743,82.421,0.34
243,38.2,73.13,2.2
,29.704,92.838,0.15
,-44.221,169.076,0.064
,69.083,-143.4,0.52
CURRHUE B,-39.831,-71.538,0.04
,35.636,94.551,0.14
,32.287,77.902,0.02
,32,84,1.44
68,42.43,80.08,0.3
,70.95,-52,0.08
,70.548,-70.15,6.414
,35.336,75.067,0.43
9,44.22,83.43,0.35
,-44.827,167.905,0.089
,-62.412,-59.584,48.932
,61.15,-44.83,1.1
,28.405,97.498,0.7
R Carrera,-48.133,-72.333,7
,29.804,85.389,0.06
,36.251,77.047,0.59
,31.375,78.558,0.19
,-9.141,-77.523,0.38
,34.814,76.387,0.351
47,42.06,72.08,0.2
,59.751,-136.381, 
,36.175,79.517,0.49
,29.725,96.331,1.8
,37.892,-119.203,0.23
,-40.859,-71.718,0.072
,27.689,87.985,0.27
593,72.97,54.33,4.3
195,38.95,68.42,0.5
,36.613,77.381,1.78
/HERAUD,60.28,6.497,0.1
,56.799,-130.798,0.05
,57.211,-129.833,0.06
,30.279,93.474,0.2
,35.721,80.403,0.07
554,37.57,72.2,0.7
,-32.958,-69.64,0.34
,30.68,86.503,0.21
,30.453,92.786,0.08
HUXLEY,-43.604,170.393,1.339
35,49.1,86.47,0.2
20,48.93,87.57,1.63
,28.383,90.078,2.5
10,43.13,86.82,0.07
,-40.722,-71.622,0.015
,35.463,81.681,2.25
781,43.25,41.72,0.1
,61.132,-138.917,0.09
231,74.57,57.85,3
,-44.353,168.84,0.075
,69.7,-53.46,0.74
,36.882,75.313,3.153
,60.733,-138.473,0.25
/ BOVRA,61.539,8.356,0.27
166,42.92,77.85,0.6
,50.115,-126.34,0.21
17,42.55,80.85,1.6
,38.246,89.18,1.69
55,43.53,86.07,0.04
,60.306,-137.758, 
AMEBA,73.37,55.42,2.8
,28.533,91.182,0.08
,28.982,85.063,1.53
,-16,-68,0.01
,56.896,-131.839,0.03
,60.65,-44.88,0.4
CIMA DI BON E,46.247,10.719,0.1
258,43.28,42.12,0.3
,68.35,-148.35,0.08
,29.314,96.146,0.35
32,38.45,97.9,1.63
12,41.36,76.36,2.2
,36.953,75.148,0.963
3,42.63,85.65,0.06
,57.314,-131.11,0.34
41,43.23,86.72,0.16
,28.175,87.022,0.39
,-15.75,-67.667,0.09
,57.43,-131.691,0.03
,36.322,78.796,1.73
14,43.1,86.55,0.13
,28.917,84.519,0.4
336,39.23,72.7,0.4
365,41.89,78.38,2.3
,60.78,-44.8,0.1
17,42.47,83.55,0.21
,31.767,78.702,0.65
No 51,75.852,107.611,0.2
,63.13,-49.56,0.7
,57.255,-131.002,0.56
11,39.18,97.25,0.86
231,40.3,73.92,0.2
332,39.23,72.73,0.6
24,43.48,85.93,6.51
,59.565,-136.387, 
,28.389,90.062,0.6
,35.2,78.319,0.28
,36.811,75.582,0.39
,31.261,78.789,12.64
,60.672,-138.919,0.04
20,43.17,85.37,0.96
,-33.419,-70.191,0.4
,30.463,80.543,11.95
,33.705,82.489,1.87
,35.368,69.388,0.47
,35.564,78.05,0.1
,36.64,75.518,1.299
,29.863,96.998,0.24
672,73.32,55.15,0.7
,36.537,87.612,0.19
,-13.165,-72.385,0.55
,-9.021,-77.674,2.4
CLOT CHATEL SE I,44.889,6.286,0.02
,69.46,-52.58,0.06
,59.811,-137.166, 
80,42.58,83.07,0.18
,30.12,93.761,1
,32.095,77.608,2.584
,30.302,92.876,0.3
,65.58,-52,1.4
YANASHINGA,-11.58,-76.162,0.33
5,43.62,84.78,2.79
,57.896,-129.857,0.11
,-13.545,-72.923,0.21
213,38.6,72.72,0.1
,35.865,81.639,0.3
19,38.05,71.47,0.4
,27.833,92.164,0.2
52,42.55,83.35,1.19
215,40.17,73.97,0.2
,33.564,94.817,0.17
,30.589,84.114,0.1
,30.702,93.557,0.6
,36.688,78.031,0.69
,31.468,83.46,0.57
,64.05,-50.85,1.06
391,42.03,78,0.2
,29.531,93.181,0.25
,33.039,79.703,0.07
BUBA,42.73,43.77,1.6
32,42.17,80.37,0.36
,-14.301,-69.738,0.01
37,44.97,79.65,0.5
,57.334,-130.033,0.37
,56.766,-130.533,0.02
27,42.8,76.84,1
,48.467,-121.1,0.05
,36.539,89.548,0.36
,29.341,92.463,0.14
,28.916,90.211,0.43
,35.837,90.676,11.29
,38.284,75.356,0.3
343,41.49,77.94,0.5
,36.109,72.271,0.701
14,38.92,72.3,0.5
,32.758,77.534,3.005
,28.197,87.024,0.16
34,43.57,85.92,0.48
,66.711,-62.661,0.194
12,43.98,83.58,3.5
,30.512,86.467,0.04
,57.105,-129.944,0.37
,-47.03,-73.3,123
19,38.47,97.82,0.17
91,38.07,72.67,0.7
,28.479,84.199,1.58
98,41.29,77.2,0.3
,28.025,90.623,0.089
,-32.624,-69.801,0.03
,36.524,80.313,0.16
,30.65,94.877,13.78
,70.367,-69.708,0.45
,30.192,90.175,0.27
,28.85,83.623,1.29
,57.341,-130.52,0.48
,72.149,-78.295,2.552
35,37.82,72.03,1.5
,27.914,87.825,0.32
Zhuomolali,27.841,89.274,5.1
,-33.663,-69.87,0.23
139,42.6,45.28,0.6
,35.606,94.522,1.3
,30.001,81.468,0.62
,56.456,-130.997,0.82
11,38.03,95.35,0.47
,36.178,76.438,0.38
,36.11,74.199,0.081
,28.744,93.174,0.12
,36.673,78.013,0.71
AGRIO G,-37.85,-71.087,0.01
,78.023,21.333,2
,-43.555,170.713,0.055
No 235,44.748,79.992,0.3
207,42.06,70.46,0.2
,34.824,78.462,0.35
,37.947,87.529,1.06
,57.122,-131.773,0.03
,56.954,-129.93,0.02
/ RAUMA,62.167,7.871,0.14
33,42.83,76.88,1.6
,56.979,-130.607,0.01
2,42.15,81.35,0.27
,32.058,77.572,1.842
,-43.838,169.942,0.042
101,36.75,71.77,0.2
,35.589,82.263,0.22
23,42.45,83.47,0.2
215,39.62,70.78,3.2
AV BREIF /SULDAL,59.744,6.908,0.64
,46.44,10.133,0.03
,35.745,72.178,2.626
,49.397,-125.535,0.03
,80.217,20.453,38.1
106,41.08,77.05,0.4
631,39.02,72.53,1
,38.737,74.669,0.08
,58.158,-129.685,0.25
,57.415,-131.559,0.31
4,81.55,62.05,32.2
211,42.9,78.22,0.6
327,42.78,43.83,0.2
,31.273,78.817,0.207
GROUPE,45.402,6.923,0.02
,29.854,81.363,0.06
7,48.32,88.55,0.72
,35.966,81.171,14.5
,59.91,-138.37,0.49
,28.955,96.518,0.1
4,42.87,82.48,0.15
,29.292,86.369,0.08
STORGROV / BOVRA,61.664,8.281,0.7
102,43.08,77.05,0.6
,30.497,83.825,0.1
,36.508,77.808,0.04
,57.237,-130.145,0.01
,69.7,-53.96,0.21
No 239,44.762,79.879,0.4
,69.183,-143.85,2.25
6,39.4,97.52,0.19
,34.962,76.464,0.11
,61.13,-45.15,0.84
,57.227,-129.898,0.08
,29.17,83.623,0.08
,29.885,85.45,0.1
,27.911,86.667,0.39
230,42.12,78.11,0.2
,32.353,79.098,0.04
,35.403,75.3,1.031
61,80.77,57.13,4
,57.11,-129.193,0.05
,36.617,73.784,0.22
1,38.02,95.67,4.76
76,38.43,71.37,0.4
,62.83,-49.68,0.09
/STRAND,62.211,6.783,0.3
,34.891,74.039,0.059
,33.608,95.042,0.26
12,42.74,72.37,0.7
240,38.28,71.48,0.9
,30.078,85.865,0.1
,36.838,-118.388,0.09
,35.52,77.68,0.3
44,43.27,86.72,0.17
32,80.15,57.75,1.1
MANNBOTNEN,78.933,15.85,5.4
,-11.486,-76.357,0.07
,33.011,76.903,0.09
,-40.633,-71.625,0.085
,35.028,73.676,0.077
,-29.1,-70.18,0.01
,30.384,96.91,0.18
,60.05,-44.45,0.1
,31.408,78.767,0.15
,28.988,83.546,0.21
470,42.43,79.06,0.2
,36.855,73.044,1.442
,-40.785,-71.447,0.272
,28.284,86.155,0.36
,30.896,101.61,0.24
,30.437,90.731,0.8
9,42.98,87.08,0.89
,29.179,96.305,0.05
,32.743,93.307,1.76
,30.279,93.787,2.25
,60.25,-137.813, 
,79.855,-94.083,21.95
315,38.8,72.51,0.1
,39.321,74.564,0.37
3,39.12,95.52,1.92
68,43.17,41.8,0.2
,31.414,78.108,0.44
,57.542,-129.788,0.04
Cangla,28.934,86.088,2.75
,40.183,74.883,0.1
,-13.356,-72.36,0.95
,34.94,73.493,0.583
,63.26,-50.53,0.6
GRAMES,46.475,10.711,1.27
,29.92,97.037,0.32
,28.673,85.465,0.05
CO PIEDRA A,-37.772,-71.122,0.017
,-11.623,-75.211,0.05
150,37.83,72.57,1.4
,70.66,-53.75,2.7
RIO BLANCO GL,-32.951,-69.42,1.2
,29.805,97.206,0.61
,49.554,-125.595,0.03
,77.647,-82.128,0.16
241,38.28,71.48,0.2
,36.595,77.013,0.52
,60.85,-44.51,2.72
,36.385,75.997,0.81
384,41.99,78.04,0.3
,-49.595,68.816,0.853
,35.287,69.938,0.2
,57.558,-129.852,0.52
,35.776,80.098,1.01
,-44.169,168.99,0.068
,45.67,7.409,0.12
,32.101,94.982,2.02
,36.037,76.759,2.4
Divisadero W,-49.75,-73.208,1
ORNY GL. D',46,7.062,1.54
,30.174,81.646,1.12
,-34.427,-70.045,0.14
,30.999,79.602,0.98
,65.91,-52.36,5.65
2,43.3,86.4,0.32
,30.358,80.694,1.87
,36.734,74.05,0.197
,28.882,84.408,0.63
138,41.01,76.71,0.6
/ROTSDE,69.739,20.664,0.15
,36.361,89.925,0.7
ASCHATEN,47.013,11.62,0.15
,46.541,7.944,0.17
,28.158,91.463,0.58
,76.865,-79.403,4.07
219,40.94,75.69,1.3
506,74.02,56.02,1.9
77,79.87,99.3,2.7
,28.137,86.283,1.75
,36.764,75.697,0.41
,57.403,-128.219,0.05
,38.018,75.535,0.13
63,43.55,86.27,0.6
79,39.58,70.05,6.5
,35.791,79.587,0.11
,36.002,76.421,2.05
32,44.93,80.05,0.42
,66,-53.13,0.14
VACCHE,46.825,11.099,0.09
,-44.86,167.718,0.433
33,38.75,72.35,1.2
,60.13,-44.08,0.18
,29.553,89.921,0.7
,35.466,80.723,0.35
,29.564,93.057,1.4
,35.194,74.395,0.432
24,43.87,83.9,0.32
,-14.374,-70.984,0.07
AV JOSDB /VEITES,61.522,6.892,1.95
,30.353,95.59,0.6
,36.755,75.905,0.19
,46.076,7.652,0.05
,59.563,-136.979, 
,28.338,86.256,0.47
,36.088,78.765,0.11
23,43.77,40.35,0.2
,28.892,84.317,0.8
,-43.957,169.637,0.064
,34.6,78.412,0.6
,31.687,77.965,0.94
22,43.57,84.88,10.67
,80.165,19.55,0.216
,56.919,-131.867,0.01
,30.066,86.209,0.26
4,43.5,84.57,0.2
,35.759,80.34,3.86
,31.193,82.333,0.16
215,41.13,77.64,2.4
,30.569,86.444,0.02
,30.479,90.797,0.08
,-33.605,-70.058,0.15
,68.483,-147.5,0.39
328,39.22,72.7,3.4
51,38.87,73.62,0.8
,35.862,96.911,0.2
,35.827,80.584,0.1
,59.339,-137.368, 
,46.422,7.937,0.13
,29.389,97.207,0.3
,57.137,-130.049,0.06
,35.485,75.19,0.109
MINBULAK,39.45,71.1,2.6
,28.877,84.32,11.55
82,42.51,73.74,0.6
,31.587,83.524,1.03
PUSCANTURPA,-10.369,-76.857,1.29
,30.869,93.769,0.05
,35.921,81.129,0.47
,28.737,83.112,0.28
,-13.806,-70.838,0.49
8,43.15,86.83,0.15
